UTC Time,1,2,3,4,5,6
1/10/2016 16:00,1189.754618,1276.437163,532.2382175,6717.350022,806.4593749,3727.898833
1/10/2016 17:00,1221.939521,1310.966977,546.6264749,6899.065857,828.2754836,3828.30623
1/10/2016 18:00,1235.816647,1325.855156,552.8308138,6977.416061,837.6819097,3871.624585
1/10/2016 19:00,1227.874918,1317.334812,549.278953,6932.577089,832.298714,3846.780367
1/10/2016 20:00,1220.518369,1309.442284,545.9886242,6891.042041,827.3121749,3823.758455
1/10/2016 21:00,1224.614629,1313.836987,547.824095,6914.169511,830.0887706,3836.729253
1/10/2016 22:00,1275.02371,1367.918747,570.3705647,7198.778987,864.2578967,3994.492518
1/10/2016 23:00,1325.432791,1422.000507,592.9451349,7483.388463,898.4270228,4153.526701
1/11/2016 0:00,1304.617101,1399.668238,583.6624703,7365.863157,884.3173837,4089.627575
1/11/2016 1:00,1255.712769,1347.200859,561.8173762,7089.749486,851.1682315,3937.855718
1/11/2016 2:00,1195.606419,1282.715311,534.962625,6750.389265,810.4259401,3751.055645
1/11/2016 3:00,1114.099199,1195.269679,498.5255572,6290.199813,755.1773531,3496.810052
1/11/2016 4:00,1042.038457,1117.958772,466.2877851,5883.34514,706.3319356,3270.960465
1/11/2016 5:00,997.3139825,1069.975784,446.2478931,5630.830928,676.0160443,3129.360964
1/11/2016 6:00,973.405198,1044.325065,435.5249435,5495.842022,659.8097921,3053.210906
1/11/2016 7:00,951.7535365,1021.095918,425.8343193,5373.596824,645.1335008,2985.155248
1/11/2016 8:00,946.7377076,1015.714648,423.5799485,5345.277473,641.7335877,2968.962574
1/11/2016 9:00,955.7661996,1025.400933,427.61184,5396.252305,647.8534312,2996.934554
1/11/2016 10:00,985.1087988,1056.881361,440.7364499,5561.920507,667.7429225,3088.791567
1/11/2016 11:00,1020.219601,1094.550249,456.4900751,5760.155963,691.5423139,3200.920475
1/11/2016 12:00,1185.156775,1271.504332,530.2461744,6691.390617,803.3427879,3716.423371
1/11/2016 13:00,1287.396088,1381.192546,575.9893197,7268.633385,872.6443489,4037.05647
1/11/2016 14:00,1291.993931,1386.125376,578.0738002,7294.59279,875.7609358,4052.712677
1/11/2016 15:00,1276.77925,1369.802192,571.2985256,7208.690759,865.4478663,4006.443507
1/11/2016 16:00,1274.187739,1367.021869,570.1513219,7194.059095,863.6912445,3998.871248
1/11/2016 17:00,1268.58673,1361.012784,567.6525203,7162.43582,859.8946749,3981.629723
1/11/2016 18:00,1263.152915,1355.183076,565.2236637,7131.756523,856.2114358,3964.692737
1/11/2016 19:00,1270.760255,1363.344668,568.6164992,7174.707538,861.3679706,3988.062425
1/11/2016 20:00,1278.283999,1371.416572,571.9725542,7217.186565,866.4678402,4011.198068
1/11/2016 21:00,1308.796958,1404.15263,585.6034282,7389.462616,887.1506445,4105.939867
1/11/2016 22:00,1391.474538,1492.853891,622.5568553,7856.259916,943.1925446,4363.526822
1/11/2016 23:00,1507.256589,1617.071532,674.3275348,8509.964931,1021.673871,4725.199626
1/12/2016 0:00,1513.191986,1623.439368,676.9785815,8543.476163,1025.697101,4743.609025
1/12/2016 1:00,1481.257876,1589.178618,662.6997618,8363.176296,1004.050988,4643.862875
1/12/2016 2:00,1427.839298,1531.868096,638.8172887,8061.575209,967.8419142,4477.135654
1/12/2016 3:00,1338.975529,1436.529935,599.0834132,7559.85071,907.606788,4199.575122
1/12/2016 4:00,1225.78499,1315.092617,548.4660395,6920.777359,830.8820836,3845.750568
1/12/2016 5:00,1126.722368,1208.812541,504.1547581,6361.47018,763.7338009,3535.558072
1/12/2016 6:00,1114.015602,1195.179991,498.4118585,6289.727824,755.1206879,3493.097165
1/12/2016 7:00,1123.46208,1205.314716,502.5851633,6343.062602,761.5238574,3520.317656
1/12/2016 8:00,1109.66855,1190.516224,496.4051744,6265.184387,752.1740966,3476.671142
1/12/2016 9:00,1111.089702,1192.040917,497.030896,6273.208203,753.1374053,3480.670344
1/12/2016 10:00,1140.850287,1223.969784,510.3313477,6441.236351,773.3102227,3573.332999
1/12/2016 11:00,1167.684971,1252.759577,522.3818464,6592.744878,791.4997575,3659.49411
1/12/2016 12:00,1317.82545,1413.838915,589.5272878,7440.437447,893.270488,4129.025793
